source,line,specifier,edge_kind,owner
core/identity/backend/internal/identity/employee_access.go,8,regexp,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,9,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,11,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access_test.go,4,os,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access_test.go,5,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access_test.go,6,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_dsh_permission_backfill_test.go,4,os,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_dsh_permission_backfill_test.go,5,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_dsh_permission_backfill_test.go,6,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_operator_context_guard.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_operator_context_guard.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_operator_context_guard.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_operator_context_guard.go,7,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_permission_bundles.go,3,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_permission_bundles_test.go,3,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/local_bootstrap_operator_context_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/local_bootstrap_operator_context_test.go,5,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/model.go,3,time,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_context_fallback_scan_test.go,4,os,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_context_fallback_scan_test.go,5,path/filepath,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_context_fallback_scan_test.go,6,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_context_fallback_scan_test.go,7,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp.go,7,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp.go,9,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,6,os,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,7,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,8,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/operator_otp_db_test.go,10,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_access_test.go,3,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,6,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,7,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,8,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access.go,10,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_actor_access_test.go,3,testing,GO_IMPORT,identity
